,customer_id,payment_mode,preparationtime,vendor_id,gender,language,like
168,14729,1,0.0,189,0,0,0
169,17906,2,0.0,92,0,0,0
170,19009,1,0.0,192,0,0,0
171,26770,1,0.0,221,0,0,0
172,6054,1,0.0,85,0,0,0
173,16349,2,0.0,176,0,0,0
174,9668,1,0.0,289,0,0,0
175,24627,2,0.0,271,0,0,1
176,23861,2,0.0,113,0,0,0
177,641,1,0.0,81,0,0,0
178,3262,1,0.0,105,0,0,0
179,6658,1,0.0,299,0,0,0
180,15400,1,0.0,113,0,0,0
181,19046,2,0.0,85,0,0,0
182,23904,1,0.0,83,0,0,0
183,26179,2,0.0,104,0,0,0
184,18570,2,0.0,78,0,0,0
185,19580,1,0.0,113,0,0,0
186,6732,2,0.0,113,0,0,0
187,25562,1,0.0,250,0,0,0
188,23638,2,0.0,274,0,0,0
189,25701,1,0.0,221,0,0,0
190,9766,2,0.0,300,0,0,0
191,23767,1,0.0,105,1,0,0
192,24091,1,0.0,113,0,0,0
193,19139,2,0.0,201,0,0,0
194,14332,1,0.0,203,0,0,0
195,12071,1,0.0,20,0,0,0
196,20490,1,0.0,85,0,0,0
197,25329,1,0.0,203,0,0,0
198,4821,1,0.0,85,0,0,0
199,2631,1,0.0,298,0,0,0
200,2289,1,0.0,113,0,0,0
201,11892,1,0.0,196,0,0,0
202,7009,1,0.0,28,0,0,0
203,11127,1,0.0,83,0,0,0
204,2486,2,0.0,134,0,0,0
205,21394,1,0.0,231,0,1,0
206,8613,2,0.0,13,0,0,0
207,4875,1,0.0,113,0,0,0
208,18138,1,0.0,85,0,1,0
209,14283,1,0.0,78,0,0,0
210,2058,1,0.0,176,1,0,0
211,9116,1,0.0,85,0,0,0
212,18489,2,0.0,110,0,0,0
213,15758,1,0.0,196,0,0,0
214,15306,1,0.0,85,0,0,0
215,26608,2,0.0,90,0,0,0
216,1629,2,0.0,221,0,0,0
217,12932,2,0.0,207,0,1,0
218,15624,1,0.0,83,0,0,0
219,13607,1,0.0,4,0,0,0
220,2438,1,0.0,78,0,0,0
221,17019,1,0.0,83,1,0,0
222,5518,1,0.0,159,0,0,0
223,2490,1,0.0,83,0,0,0
224,6745,1,0.0,265,0,0,0
225,26401,2,0.0,176,0,0,0
226,15427,1,0.0,43,0,0,0
227,9491,1,0.0,196,0,0,0
228,4245,2,0.0,192,0,0,0
229,25907,1,0.0,203,0,0,0
230,19486,1,0.0,23,0,0,0
231,19313,1,0.0,85,0,0,0
232,9403,1,0.0,197,0,0,0
233,3756,1,0.0,78,0,0,0
234,3225,2,0.0,78,0,0,0
235,9799,1,0.0,159,0,0,0
236,18277,1,0.0,161,0,0,0
237,20689,1,0.0,20,0,0,0
238,19301,1,0.0,134,0,0,0
239,7552,1,0.0,28,0,0,0
240,3244,2,0.0,201,0,0,0
241,14057,2,0.0,105,0,0,0
242,22583,2,0.0,192,0,0,0
243,17689,1,0.0,134,0,0,0
244,19644,1,0.0,243,0,1,0
245,5011,1,0.0,78,0,1,0
246,8977,1,0.0,83,0,0,0
247,13866,1,0.0,105,0,0,0
248,20326,1,0.0,78,0,0,0
249,7082,2,0.0,180,0,0,0
250,185,1,0.0,148,0,0,0
251,12341,1,0.0,78,0,0,0
252,1459,1,0.0,134,0,0,0
253,3084,2,0.0,192,0,0,0
254,20389,1,0.0,176,0,0,0
255,3387,1,0.0,113,0,0,0
256,2794,1,0.0,192,0,0,0
257,20065,2,0.0,195,0,0,0
258,2779,1,0.0,203,0,0,0
259,13594,1,0.0,159,1,0,0
260,26859,1,0.0,294,0,0,0
261,25804,2,0.0,4,0,0,0
262,4543,1,0.0,78,0,0,0
263,25666,1,0.0,83,0,0,0
264,10877,1,0.0,85,0,0,0
265,6144,1,0.0,192,0,0,0
266,3168,1,0.0,66,0,0,0
267,457,1,0.0,83,0,0,0
268,2165,1,0.0,92,0,0,0
269,20874,1,0.0,161,0,0,0
270,16028,1,0.0,221,0,0,0
271,18220,1,0.0,105,0,0,0
272,11973,1,0.0,157,0,0,1
273,16739,1,0.0,201,0,0,0
274,15380,1,0.0,288,0,0,0
275,2966,1,0.0,104,0,0,0
276,18123,1,0.0,195,0,0,0
277,4422,1,0.0,145,0,0,0
278,1539,2,0.0,90,0,0,0
279,19428,1,0.0,90,0,0,0
280,22421,1,0.0,92,0,0,0
281,24298,2,0.0,66,0,0,0
282,24101,1,0.0,105,0,0,1
283,5383,1,0.0,33,0,0,0
284,21890,1,0.0,110,0,0,0
285,19156,1,0.0,92,0,0,0
286,25622,1,0.0,243,0,0,0
287,7893,1,0.0,148,0,0,0
288,22438,1,0.0,201,0,0,0
289,18242,2,0.0,299,0,0,0
290,3450,1,0.0,304,0,0,0
291,25179,2,0.0,192,0,0,0
292,13882,1,0.0,78,0,0,0
293,10110,1,0.0,83,0,0,0
294,8261,1,0.0,78,0,0,0
295,16814,1,0.0,192,0,0,0
296,21219,1,0.0,83,0,0,0
297,19315,1,0.0,83,1,0,0
298,10848,2,0.0,274,0,0,0
299,19931,2,0.0,78,0,0,0
300,15012,1,0.0,78,0,0,0
301,25967,1,0.0,265,0,0,0
302,2894,1,0.0,199,0,0,0
303,3616,1,0.0,78,0,0,0
304,25363,1,0.0,231,0,0,0
305,19083,1,0.0,195,0,0,0
306,16875,1,0.0,197,0,0,0
307,8366,1,0.0,199,0,0,0
308,9799,1,0.0,192,0,0,0
309,4003,1,0.0,193,0,0,0
310,23692,2,0.0,161,0,0,0
311,18320,1,0.0,23,0,0,0
312,5757,1,0.0,78,0,0,0
313,10123,2,0.0,83,0,0,0
314,6814,2,0.0,78,0,0,0
315,19391,1,0.0,78,0,0,0
316,8431,2,0.0,192,0,0,0
317,24061,1,0.0,83,0,0,0
318,3190,2,0.0,304,0,0,0
319,6296,1,0.0,195,0,0,0
320,14602,1,0.0,310,0,0,0
321,18704,2,0.0,231,0,0,0
322,7561,1,0.0,193,0,0,0
323,16708,1,0.0,113,0,0,0
324,11295,1,0.0,225,0,0,0
325,16859,1,0.0,265,0,0,0
326,27386,1,0.0,134,0,0,0
327,11268,1,0.0,134,0,0,0
328,24882,1,0.0,154,0,0,0
329,25107,1,0.0,113,0,0,0
330,18646,1,0.0,83,0,0,0
331,18211,1,0.0,189,0,0,0
332,10784,2,0.0,78,0,0,0
333,11789,1,0.0,195,0,0,0
334,14041,2,0.0,259,0,0,0
335,7618,1,0.0,78,1,0,0
336,16662,1,0.0,159,0,0,0
337,4534,1,0.0,28,0,0,0
338,6646,1,0.0,4,0,0,0
339,4648,1,0.0,43,0,0,0
340,22282,1,0.0,193,0,0,0
341,3832,1,0.0,83,0,0,0
342,25327,1,0.0,310,0,0,0
343,8718,1,0.0,201,0,0,0
344,26647,1,0.0,106,1,0,0
345,18615,2,0.0,105,0,0,0
346,17591,1,0.0,66,0,0,0
347,20528,1,0.0,81,0,0,0
348,11917,2,0.0,159,0,0,0
349,15641,1,0.0,84,0,0,0
350,13002,1,0.0,78,0,0,0
351,9867,1,0.0,4,0,0,0
352,3754,1,0.0,157,0,0,0
353,24689,1,0.0,160,0,0,0
354,24689,2,0.0,43,0,0,0
355,22786,1,0.0,43,0,0,0
356,19076,1,0.0,78,0,0,0
357,8270,1,0.0,43,0,0,0
358,8946,1,0.0,294,0,0,0
359,11147,1,0.0,78,0,0,0
360,22786,1,0.0,105,0,0,0
361,11249,1,0.0,104,0,0,0
362,6124,1,0.0,243,0,0,0
363,14030,2,0.0,83,0,0,0
364,27138,1,0.0,78,0,0,0
365,25319,1,0.0,78,0,0,0
366,15757,1,0.0,159,0,0,0
367,14030,1,0.0,83,0,0,0
368,9456,1,0.0,105,0,0,0
369,15398,1,0.0,55,0,0,0
370,14146,1,0.0,83,0,0,0
371,22054,1,0.0,83,0,0,0
372,2986,1,0.0,231,0,0,0
373,10198,1,0.0,105,0,0,0
374,10219,2,0.0,81,0,0,0
375,2357,2,0.0,300,0,0,0
376,2117,2,0.0,180,0,0,0
377,25804,2,0.0,13,0,0,0
378,10803,1,0.0,300,0,0,0
379,19206,1,0.0,20,0,0,0
380,10265,1,0.0,20,0,0,0
381,2320,1,0.0,20,0,0,0
382,16181,2,0.0,303,0,0,0
383,985,2,0.0,20,0,0,0
384,13594,2,0.0,300,1,0,0
385,22564,1,0.0,20,0,0,0
386,16402,2,0.0,310,0,0,0
387,3555,1,0.0,300,1,0,0
388,11429,1,0.0,289,0,0,0
389,21612,1,0.0,201,0,0,0
390,12246,1,0.0,265,0,0,0
391,16461,1,0.0,66,0,0,0
392,21791,1,0.0,192,0,0,0
393,9689,1,0.0,157,1,0,0
394,13438,1,0.0,145,0,0,0
395,4389,1,0.0,113,0,0,0
396,25756,1,0.0,113,0,0,0
397,27033,1,0.0,134,0,0,0
398,13370,1,0.0,289,0,0,0
399,18815,2,0.0,113,0,0,0
400,11418,1,0.0,157,0,0,0
401,7440,1,0.0,106,0,0,0
402,20364,1,0.0,113,0,0,0
403,10114,1,0.0,157,1,0,0
404,10859,1,0.0,110,0,0,0
405,18657,1,0.0,113,0,0,0
406,13960,2,0.0,289,0,0,0
407,15218,2,0.0,113,0,0,0
408,19194,1,0.0,265,0,0,0
409,1125,2,0.0,265,0,0,0
410,3819,1,0.0,75,0,0,0
411,20582,1,0.0,113,0,0,0
412,17686,1,0.0,157,0,0,0
413,26282,1,0.0,289,0,0,0
414,10544,1,0.0,4,0,0,0
415,18615,1,0.0,106,0,0,0
416,4461,1,0.0,289,0,0,0
417,12560,1,0.0,82,0,0,0
418,6246,1,0.0,113,0,0,0
419,1938,1,0.0,289,0,0,0
420,7453,1,0.0,104,0,0,0
421,6659,1,0.0,106,0,0,0
422,17764,2,0.0,113,0,0,0
423,18759,1,0.0,113,0,1,0
424,24248,1,0.0,149,0,0,0
425,5518,1,0.0,104,0,0,0
426,18163,2,0.0,20,0,0,0
427,11869,1,0.0,104,1,0,0
428,3072,2,0.0,104,0,0,0
429,20389,2,0.0,176,0,0,0
430,746,1,0.0,105,0,0,0
431,327,1,0.0,81,0,0,0
432,24333,1,0.0,113,0,0,0
433,12100,1,0.0,104,0,0,0
434,24248,1,0.0,113,0,0,0
435,4698,1,0.0,82,0,0,0
436,5126,1,0.0,85,0,0,0
437,13424,1,0.0,154,0,0,0
438,7838,2,0.0,203,0,1,0
439,7490,1,0.0,274,0,0,0
440,1582,1,0.0,134,0,0,0
441,22097,1,0.0,85,1,0,0
442,5442,1,0.0,85,0,0,1
443,14697,1,0.0,85,0,0,0
444,15012,1,0.0,113,0,0,0
445,22740,1,0.0,113,0,0,0
446,20149,1,0.0,115,1,0,0
447,10875,2,0.0,225,0,0,0
448,2894,2,0.0,289,0,0,0
449,23749,1,0.0,203,0,0,0
450,17292,2,0.0,83,0,0,0
451,20069,1,0.0,193,0,0,0
452,19890,1,0.0,85,1,0,0
453,2759,1,0.0,85,0,0,1
454,16662,1,0.0,33,0,0,0
455,25025,1,0.0,92,0,0,0
456,15802,1,0.0,85,0,0,0
457,26760,1,0.0,84,0,0,0
458,20588,1,0.0,85,0,0,0
459,18481,1,0.0,85,0,0,0
460,19718,1,0.0,196,0,0,0
461,13709,1,0.0,193,0,0,0
462,21856,2,0.0,110,0,0,0
463,2388,1,0.0,134,0,0,0
464,13709,2,0.0,85,0,0,0
465,20704,1,0.0,85,0,0,0
466,2794,2,0.0,180,0,0,0
467,2117,2,0.0,221,0,0,0
468,4014,2,0.0,85,0,0,0
469,3244,2,0.0,43,0,0,0
470,6049,1,0.0,193,0,0,0
471,23189,2,0.0,75,0,0,0
472,17872,2,0.0,105,0,0,0
473,25228,1,0.0,289,0,0,0
474,26043,1,0.0,203,1,0,0
475,2789,1,0.0,299,0,0,0
476,188,2,0.0,113,0,0,0
477,15257,1,0.0,92,0,0,0
478,12616,1,0.0,207,0,0,0
479,20149,1,0.0,159,1,0,0
480,2193,1,0.0,265,1,0,0
481,25965,1,0.0,310,0,0,0
482,11140,1,0.0,85,0,0,0
483,181,1,0.0,85,0,0,0
484,8284,1,0.0,66,0,0,0
485,19861,1,0.0,23,0,0,0
486,6796,2,0.0,154,0,0,0
487,12496,1,0.0,288,1,0,0
488,13617,1,0.0,154,0,0,0
489,17540,1,0.0,83,0,0,0
490,26913,2,0.0,92,0,0,0
491,2758,2,0.0,299,0,0,0
492,11200,1,0.0,83,0,0,0
493,9571,1,0.0,110,0,0,0
494,19654,1,0.0,193,0,0,0
495,26524,1,0.0,105,0,0,0
496,17689,1,0.0,134,0,0,0
497,10032,1,0.0,92,0,0,0
498,2986,1,0.0,145,0,0,0
499,17844,2,0.0,76,0,0,0
500,16451,1,0.0,83,0,0,0
501,25020,1,0.0,104,0,0,0
502,10032,1,0.0,192,0,0,0
503,17844,2,0.0,92,0,0,0
504,13866,1,0.0,294,0,0,0
505,10616,1,0.0,83,0,0,0
506,11447,2,0.0,159,0,0,0
507,19815,2,0.0,192,0,0,0
508,20677,1,0.0,110,0,0,0
509,2831,1,0.0,161,0,0,0
510,21897,1,0.0,161,0,0,0
511,4959,1,0.0,192,0,0,0
512,14280,1,0.0,104,0,0,0
513,10032,1,0.0,192,0,0,0
514,19852,1,0.0,83,0,0,0
515,8682,1,0.0,176,0,0,0
516,25804,2,0.0,33,0,0,0
517,20778,2,0.0,110,0,0,0
518,25804,2,0.0,159,0,0,0
519,10910,2,0.0,110,0,0,0
520,10946,2,0.0,192,0,0,0
521,7713,2,0.0,106,0,0,0
522,9719,2,0.0,298,0,0,0
523,17867,1,0.0,75,0,0,0
524,18270,1,0.0,154,0,0,0
525,10848,2,0.0,134,0,0,0
526,19901,1,0.0,78,0,0,0
527,5452,1,0.0,154,0,0,0
528,18430,1,0.0,274,0,0,0
529,27336,2,0.0,159,0,0,0
530,605,2,0.0,4,0,1,0
531,24627,2,0.0,90,0,0,1
532,19490,1,0.0,78,0,0,0
533,19979,1,0.0,294,0,0,0
534,24979,2,0.0,159,1,0,0
535,20561,1,0.0,145,0,1,0
536,15618,1,0.0,83,0,0,0
537,14782,1,0.0,75,0,0,0
538,19166,1,0.0,161,1,0,0
539,17022,1,0.0,199,0,0,0
540,17117,1,0.0,83,0,0,0
541,9722,1,0.0,157,0,0,0
542,8837,1,0.0,66,0,0,0
543,9518,1,0.0,78,0,0,0
544,1161,2,0.0,274,0,0,0
545,4485,1,0.0,195,0,0,0
546,6969,1,0.0,105,0,0,0
547,23716,1,0.0,145,0,0,0
548,3214,1,0.0,106,0,0,0
549,8583,1,0.0,106,0,0,0
550,24907,1,0.0,192,0,0,0
551,2054,1,0.0,193,0,0,0
552,13127,1,0.0,195,0,0,0
553,1495,1,0.0,66,0,0,0
554,9720,1,0.0,299,0,0,0
555,9878,2,0.0,33,0,0,0
556,9720,1,0.0,271,0,0,0
557,16656,2,0.0,299,0,0,0
558,26456,1,0.0,90,0,0,0
559,3214,2,0.0,110,0,0,0
560,7809,1,0.0,85,0,0,1
561,25112,1,0.0,195,0,0,0
562,17686,1,0.0,157,0,0,0
563,511,1,0.0,161,0,0,0
564,24857,2,0.0,4,0,0,0
565,8131,2,0.0,78,0,0,0
566,23356,1,0.0,160,0,0,0
567,2045,2,0.0,243,0,0,0
568,11751,1,0.0,110,0,0,0
569,19596,1,0.0,78,0,0,0
570,181,1,0.0,243,0,0,0
571,10724,2,0.0,83,0,0,1
572,23356,1,0.0,90,0,0,0
573,8366,1,0.0,199,0,0,0
574,7451,1,0.0,78,0,0,0
575,6206,1,0.0,157,0,0,0
576,17485,1,0.0,90,1,0,0
577,16431,1,0.0,83,0,0,0
578,14384,1,0.0,196,0,0,0
579,14791,1,0.0,195,1,0,0
580,20898,1,0.0,106,0,0,0
581,16952,1,0.0,115,0,0,0
582,18807,1,0.0,243,0,0,0
583,20898,1,0.0,265,0,0,0
584,12777,1,0.0,193,0,0,0
585,14791,2,0.0,274,1,0,0
586,4432,1,0.0,66,0,0,0
587,4104,2,0.0,274,0,0,0
588,17225,1,0.0,113,0,0,0
589,17499,1,0.0,196,0,0,0
590,891,1,0.0,78,0,0,0
591,9957,1,0.0,154,0,0,0
592,13260,1,0.0,43,0,0,0
593,22205,1,0.0,90,0,0,0
594,9600,1,0.0,105,0,0,0
595,13128,1,0.0,193,0,0,0
596,8431,2,0.0,92,0,0,0
597,17580,1,0.0,161,0,0,0
598,5510,1,0.0,83,0,0,0
599,25591,1,0.0,78,0,0,0
600,9600,2,0.0,105,0,0,0
601,12984,1,0.0,104,0,0,0
602,15012,1,0.0,115,0,0,0
603,7494,1,0.0,201,0,0,0
604,27408,1,0.0,161,0,0,0
605,12786,1,0.0,148,0,0,0
606,24463,1,0.0,304,0,0,0
607,25947,2,0.0,85,0,0,0
608,11530,1,0.0,104,0,0,0
609,23990,1,0.0,201,0,0,0
610,13740,2,0.0,110,0,0,0
611,6898,2,0.0,105,0,0,0
612,24923,1,0.0,148,0,0,0
613,25154,1,0.0,160,0,0,0
614,898,1,0.0,271,0,0,0
615,26149,1,0.0,161,0,0,0
616,898,1,0.0,271,0,0,0
617,15385,1,0.0,310,0,0,0
618,22590,1,0.0,78,0,0,0
619,26250,1,0.0,193,0,0,0
620,25154,1,0.0,160,0,0,0
621,11789,1,0.0,104,0,0,0
622,4704,1,0.0,196,0,0,0
623,7071,1,0.0,83,1,0,0
624,12625,1,0.0,43,0,0,0
625,17656,1,0.0,83,0,0,0
626,25363,2,0.0,294,0,0,0
627,26507,1,0.0,33,0,0,0
628,26226,1,0.0,300,0,0,0
629,3359,1,0.0,43,0,0,0
630,22762,1,0.0,145,0,0,0
631,909,1,0.0,221,0,0,0
632,10803,1,0.0,13,0,0,0
633,22188,2,0.0,221,0,0,0
634,6144,2,0.0,303,0,0,0
635,26819,1,0.0,196,0,0,0
636,11892,1,0.0,75,0,0,0
637,24988,2,0.0,75,0,0,0
638,22277,1,0.0,196,0,0,0
639,16182,1,0.0,203,0,0,0
640,10045,1,0.0,231,0,0,0
641,6017,1,0.0,196,0,0,0
642,13459,1,0.0,231,0,0,0
643,11899,1,0.0,85,0,0,0
644,17968,1,0.0,193,0,0,0
645,20588,1,0.0,231,0,0,0
646,21757,1,0.0,300,0,0,0
647,23679,1,0.0,193,0,0,0
648,25804,2,0.0,13,0,0,0
649,7263,1,0.0,75,0,0,0
650,15407,1,0.0,303,0,0,0
651,25228,1,0.0,85,0,0,0
652,6672,1,0.0,300,0,0,0
653,18136,1,0.0,231,0,0,0
654,11082,1,0.0,231,0,0,0
655,11082,1,0.0,231,0,0,0
656,3724,2,0.0,188,0,0,0
657,4813,2,0.0,300,0,0,0
658,3660,1,0.0,75,0,0,0
659,27209,1,0.0,20,0,1,0
660,25051,2,0.0,310,0,0,0
661,8091,1,0.0,201,0,0,0
662,14951,2,0.0,113,0,0,0
663,18496,1,0.0,149,0,0,0
664,7755,2,0.0,33,0,0,0
665,15404,1,0.0,113,0,0,0
666,18302,2,0.0,113,1,0,0
667,23529,1,0.0,157,0,0,0
668,12659,1,0.0,113,0,0,0
669,9382,1,0.0,115,0,0,0
670,13096,1,0.0,113,0,0,0
671,4187,1,0.0,203,0,0,0
672,17623,1,0.0,113,0,0,0
673,22503,2,0.0,300,0,0,0
674,22564,1,0.0,75,0,0,0
675,23842,1,0.0,157,0,0,0
676,14939,1,0.0,289,0,0,0
677,16317,1,0.0,192,0,0,0
678,13239,2,0.0,13,0,0,0
679,10655,1,0.0,83,0,0,0
680,13594,2,0.0,159,1,0,0
681,1784,1,0.0,113,0,0,0
682,26082,1,0.0,196,0,0,0
683,25667,1,0.0,113,0,0,0
684,16118,1,0.0,157,0,0,0
685,25666,1,0.0,160,0,0,0
686,4625,1,0.0,66,1,0,0
687,10172,1,0.0,176,0,0,0
688,746,1,0.0,105,0,0,0
689,25666,1,0.0,160,0,0,0
690,7930,1,0.0,148,0,0,0
691,25899,1,0.0,113,1,0,0
692,25666,1,0.0,83,0,0,0
693,1797,1,0.0,149,0,0,0
694,1048,1,0.0,85,0,0,0
695,9739,2,0.0,303,0,0,0
696,9719,1,0.0,92,0,0,0
697,25342,1,0.0,85,0,0,0
698,13821,2,0.0,113,0,0,0
699,21263,2,0.0,134,0,0,0
700,473,2,0.0,113,0,0,0
701,19723,1,0.0,85,0,0,0
702,5327,1,0.0,92,1,0,0
703,9719,2,0.0,274,0,0,0
704,27231,2,0.0,4,0,0,0
705,16010,1,0.0,33,0,0,0
706,9720,1,0.0,271,0,0,0
707,123,1,0.0,85,0,0,0
708,22347,1,0.0,148,0,0,0
709,4099,1,0.0,134,0,0,0
710,18436,1,0.0,243,0,0,0
711,15257,1,0.0,288,0,0,0
712,19959,1,0.0,66,0,0,0
713,13594,2,0.0,300,1,0,0
714,19083,1,0.0,4,0,0,0
715,11580,1,0.0,85,0,0,0
716,9176,2,0.0,221,0,0,0
717,8899,1,0.0,85,0,0,0
718,5287,1,0.0,85,0,0,0
719,11719,2,0.0,33,0,0,0
720,2940,1,0.0,193,0,0,0
721,1938,1,0.0,160,0,0,0
722,23990,1,0.0,259,0,0,0
723,21927,1,0.0,92,0,0,0
724,11082,1,0.0,201,0,0,0
725,23931,2,0.0,300,0,0,0
726,27156,1,0.0,85,0,0,0
727,3295,2,0.0,303,0,0,0
728,2311,1,0.0,161,0,0,0
729,21118,1,0.0,161,0,0,0
730,4543,2,0.0,113,0,0,0
731,16708,1,0.0,113,0,0,0
732,13438,1,0.0,145,0,0,0
733,2282,1,0.0,113,0,1,0
